message_number,forum,subject,datetime,timezone,username,message_content
2785,Commotion-admin, [luci-commotion-apps] add app confirmation,"Tue, 04 Mar 2014 09:02:44 -0800",-0800,Dan Staples,"addresses issues #70 and #72

to test:
1) add application, as both admin and non-admin, and make sure confirmation message appears.
2) blacklist the app and make sure it does not show up on home page
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion-apps 70-72

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion-apps/pull/73

-- Commit Summary --

  * add app confirmation message; properly blacklist apps

-- File Changes --

    M lua/luci/controller/commotion/apps_controller.lua (6)
    M lua/luci/view/commotion/apps_form.htm (2)
    M lua/luci/view/commotion/apps_view.htm (10)
    M luci-static/commotion/apps.css (12)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion-apps/pull/73.patch
https://github.com/opentechinstitute/luci-commotion-apps/pull/73.diff

"
2786,Commotion-admin, [luci-commotion] Nodogsplash does not restart,"Tue, 04 Mar 2014 10:29:49 -0800",-0800,areynold,"During apply phase, when running /etc/init.d/ucidog, $enable=1 on opentechinstitute/luci-commotion/blob/master/files/etc/init.d/ucidog#L36, causing ucidog to run `/etc/init.d/nodogsplash disable` instead of `start`

"
2787,Commotion-admin, [commotion-feed] Removed untranslated French,"Tue, 04 Mar 2014 10:49:23 -0800",-0800,Seamus Tuohy,"@areynold  Can I merge this? I promise it won't break anything. 

"
2788,Commotion-admin, [luci-commotion] removed return statements from,"Tue, 04 Mar 2014 10:53:32 -0800",-0800,areynold,"Fixes #184 

To test:
1. In your browser, go to Admin &gt; Client Controls and change the Time Until Welcome Page is Shown. 
2. Click Save, then Save &amp; Apply.
3. SSH in and run `ndsctl status`. If you see actual nodogsplash data, the fix worked. If the fix didn&#39;t work you will see `ndsctl: nodogsplash probably not started (Error: Connection refused)`.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion restart-fix

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion/pull/185

-- Commit Summary --

  * removed return statements from init calls

-- File Changes --

    M files/etc/init.d/ucidog (8)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion/pull/185.patch
https://github.com/opentechinstitute/luci-commotion/pull/185.diff

"
2789,Commotion-admin, [luci-i18n-commotion] Create individual,"Tue, 04 Mar 2014 10:55:24 -0800",-0800,Seamus Tuohy,"Code completed @ https://github.com/opentechinstitute/commotion-feed/tree/i18n-issue-5  Still needs comprehensive testing before a pull request and merge can be done.

"
2790,Commotion-admin, [luci-theme-commotion] In Advanced > QoS the,"Tue, 04 Mar 2014 11:13:52 -0800",-0800,Seamus Tuohy,"@georgiamoon What does this mean?

"
2791,Commotion-admin, [luci-theme-commotion] In Advanced > QoS the,"Tue, 04 Mar 2014 11:38:32 -0800",-0800,georgiamoon,"Well, now I can't recreate it... :/ But the issue was that the page content was showing up below the menu, making it impossible to edit.

"
2792,Commotion-admin, [commotion-docs] Removed extraneous text from,"Tue, 04 Mar 2014 12:06:01 -0800",-0800,critzo,"Removed extraneous text from the bottom of this file, brought in from a command line merge accidentally.

To test, build the issue-73 branch locally with sudo jekyll serve.

Addresses https://github.com/opentechinstitute/commotion-docs/issues/73
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-docs issue-73

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-docs/pull/76

-- Commit Summary --

  * removed extraneous text from the bottom of this file, brought in from a command line merge accidentally

-- File Changes --

    M test.commotion/docs/cck/planning/design-your-network-every-network-tells-story/index.md (4)

-- Patch Links --

https://github.com/opentechinstitute/commotion-docs/pull/76.patch
https://github.com/opentechinstitute/commotion-docs/pull/76.diff

"
2793,Commotion-admin, [luci-commotion] Encryption password on mesh,"Tue, 04 Mar 2014 12:09:26 -0800",-0800,Seamus Tuohy,"Unable to reproduce issue on multiple devices. And, since I submitted this issue, and cannot reproduce it. I am closing it.

"
2794,Commotion-admin, [luci-commotion] Encryption password on mesh,"Tue, 04 Mar 2014 12:09:26 -0800",-0800,Seamus Tuohy,"Closed #171.

"
2795,Commotion-admin," [luci-commotion] ""Password Required to make","Tue, 04 Mar 2014 12:15:09 -0800",-0800,Seamus Tuohy,"Proposed text can be found in https://github.com/opentechinstitute/luci-commotion/tree/issue_183

"
2796,Commotion-admin, [luci-commotion] Proposed fix for issue 183 (#186),"Tue, 04 Mar 2014 12:15:41 -0800",-0800,Seamus Tuohy,"Changed help text for current node administrator password to reflect that it is not required for modifying the hostname.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion issue_183

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion/pull/186

-- Commit Summary --

  * Changed help text for current node administrator password to reflect that it is not required for modifying the hostname.

-- File Changes --

    M luasrc/model/cbi/commotion/basic_ns.lua (2)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion/pull/186.patch
https://github.com/opentechinstitute/luci-commotion/pull/186.diff

"
2797,Commotion-admin, [luci-theme-commotion] Moved the logout button to,"Tue, 04 Mar 2014 13:19:22 -0800",-0800,Seamus Tuohy,"Per: https://github.com/opentechinstitute/luci-commotion/issues/176

To Test:
1) Flash router with this branch of luci-commotion
2) Configure node with setup wizard
3) On the basic menu if the logout button is at the bottom of the menu-structure then this works and can be merged. 
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-theme-commotion luci_commotion_issue_175

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-theme-commotion/pull/35

-- Commit Summary --

  * Moved the logout button to the bottom of the basic menu.

-- File Changes --

    M files/templates/basic_menu.htm (18)

-- Patch Links --

https://github.com/opentechinstitute/luci-theme-commotion/pull/35.patch
https://github.com/opentechinstitute/luci-theme-commotion/pull/35.diff

"
2798,Commotion-admin, [luci-commotion] move Logout button to the,"Tue, 04 Mar 2014 13:20:36 -0800",-0800,Seamus Tuohy,"Once, https://github.com/opentechinstitute/luci-theme-commotion/pull/35 is tested and merged into the luci-theme-commotion repo this issue can be closed.

"
2799,Commotion-admin, [luci-commotion] Removed default auto-spacing per,"Tue, 04 Mar 2014 13:46:23 -0800",-0800,Seamus Tuohy,"Added a version of olsr-viz.js that has auto-spacing set to false by default to match the default checkbox value and added the uci-defaults script to copy it over to the correct location on first-boot.

https://github.com/opentechinstitute/luci-commotion/issues/175

Chose to copy the additional file over in this pull request instead of instituting a patch because it is easier, and we are re-implementing olsr-viz quite soon.

To Test:
1) Flash a node with an image built from this branch
2) Complete &quot;setup wizard&quot;
3) Go to &quot;Status --&gt; Mesh-Viz &quot; in the &quot;Basic&quot; menu
4) If the nodes start auto-spacing then this is broken.
5) Turn ON auto-spacing
5a) If the nodes DON&#39;T start auto-spacing this is broken
6) Turn OFF auto-spacing
6a) If the nodes continue to auto-space then this is broken
 
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion issue_175

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion/pull/187

-- Commit Summary --

  * added a version of olsr-viz.js that has auto-spacing set to false by default to match the default checkbox value.

-- File Changes --

    M files/etc/uci-defaults/luci-mod-commotion (4)
    A files/usr/share/commotion/files/olsr-viz.js (818)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion/pull/187.patch
https://github.com/opentechinstitute/luci-commotion/pull/187.diff

"
2800,Commotion-admin, [luci-commotion] Changing the node name and,"Tue, 04 Mar 2014 13:47:21 -0800",-0800,Seamus Tuohy,"When  https://github.com/opentechinstitute/luci-commotion/pull/187   is tested and confirmed to work this issue can be closed.

"
2801,Commotion-admin, [luci-commotion] Mesh visualizer has the,"Tue, 04 Mar 2014 13:48:01 -0800",-0800,Seamus Tuohy,"When #187 is tested and confirmed to work this issue can be closed.

"
2802,Commotion-admin, [commotion-docs] updated text on survey your,"Tue, 04 Mar 2014 18:27:37 -0800",-0800,critzo,"Removed extraneous text from the bottom of this file, brought in from a command line merge accidentally.

To test, build the issue-75 branch locally with sudo jekyll serve.

Addresses https://github.com/opentechinstitute/commotion-docs/issues/75
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-docs issue-75

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-docs/pull/77

-- Commit Summary --

  * updated text on survey your neighbors page

-- File Changes --

    M test.commotion/docs/cck/planning/survey-your-neighbors/index.md (4)

-- Patch Links --

https://github.com/opentechinstitute/commotion-docs/pull/77.patch
https://github.com/opentechinstitute/commotion-docs/pull/77.diff

"
2803,Commotion-admin, [commotion-docs] added definitions for terms on,"Tue, 04 Mar 2014 18:32:54 -0800",-0800,critzo,"Added the definitions to the Every Network Tells a Story page.
Addresses: https://github.com/opentechinstitute/commotion-docs/issues/74
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-docs issue-74

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-docs/pull/78

-- Commit Summary --

  * added definitions for terms

-- File Changes --

    M test.commotion/docs/cck/planning/design-your-network-every-network-tells-story/index.md (16)

-- Patch Links --

https://github.com/opentechinstitute/commotion-docs/pull/78.patch
https://github.com/opentechinstitute/commotion-docs/pull/78.diff

"
2804,Commotion-admin, [commotion-docs] updated link to construction,"Tue, 04 Mar 2014 18:38:41 -0800",-0800,critzo,"Updated link to the construction elements PDF. To test checkout branch issue-72, build jekyll site and preview changes.
Addresses: https://github.com/opentechinstitute/commotion-docs/issues/72
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-docs issue-72

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-docs/pull/79

-- Commit Summary --

  * updated link to construction elements PDF

-- File Changes --

    M test.commotion/docs/cck/planning/design-your-network-every-network-tells-story/index.md (4)

-- Patch Links --

https://github.com/opentechinstitute/commotion-docs/pull/79.patch
https://github.com/opentechinstitute/commotion-docs/pull/79.diff

"
2805,Commotion-admin, [commotion-docs] import missing wireshark blog,"Tue, 04 Mar 2014 18:42:26 -0800",-0800,critzo,"during the site import, one blog post was missed. import that blog post for @elationfoundation !

"
2806,Commotion-admin," [commotion-docs] added wireshark blog post,","Tue, 04 Mar 2014 19:08:24 -0800",-0800,critzo,"To test, checkout branch **issue-80**, then build, serve, preview using jekyll.

Addresses: https://github.com/opentechinstitute/commotion-docs/issues/80
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-docs issue-80

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-docs/pull/81

-- Commit Summary --

  * added wireshark blog post, imported images, did a quick formatting pass for minor cleanup

-- File Changes --

    A test.commotion/_posts/2014-02-04-exploring-commotion-wireshark-tutorial.md (76)
    M test.commotion/_site/blog/2012/05/01/integrating-design-and-development-shape-commotion?s-brand-identity/index.html (23)
    M test.commotion/_site/blog/2012/05/08/neighborhood-network-builders-summary/index.html (23)
    M test.commotion/_site/blog/2012/05/09/audit-current-commotion-user-interfaces/index.html (23)
    M test.commotion/_site/blog/2012/05/30/building-successful-online-community-open-source-development/index.html (23)
    M test.commotion/_site/blog/2012/08/22/exploring-meshaging/index.html (23)
    M test.commotion/_site/blog/2012/08/23/meshtether-test-release/index.html (23)
    M test.commotion/_site/blog/2012/09/19/making/index.html (23)
    M test.commotion/_site/blog/2012/10/08/diving-deeper-meshaging/index.html (23)
    M test.commotion/_site/blog/2012/10/08/step-step-creating-and-installing-package-commotion/index.html (23)
    M test.commotion/_site/blog/2012/11/01/updating-commotion-package/index.html (23)
    M test.commotion/_site/blog/2012/11/06/brainstorming-how-neighborhood-power-grids-could-work-community-mesh-networks/index.html (23)
    M test.commotion/_site/blog/2012/11/14/cost-mesh-networks/index.html (23)
    M test.commotion/_site/blog/2012/11/20/commotion-and-declaration-internet-freedom/index.html (23)
    M test.commotion/_site/blog/2013/02/02/case-study-red-hook-initiative-wifi-tidepools/index.html (23)
    M test.commotion/_site/blog/2013/02/25/troubleshooting-wireless-network-technical-physical-and-social-needs/index.html (23)
    M test.commotion/_site/blog/2013/02/25/warning-label-development-part-1/index.html (23)
    M test.commotion/_site/blog/2013/02/25/warning-label-development-part-2/index.html (23)
    M test.commotion/_site/blog/2013/03/13/new-commotion-release-dr1-ready-testing/index.html (23)
    M test.commotion/_site/blog/2013/03/28/open-technology-institute-endorses-battle-mesh-v6/index.html (23)
    M test.commotion/_site/blog/2013/06/05/building-community-controlled-digital-infrastructure-detroit/index.html (23)
    M test.commotion/_site/blog/2013/06/05/commotion-dr1-stable-release-notes-dr11/index.html (23)
    M test.commotion/_site/blog/2013/06/05/serval-mesh-extender-field-trial-national-mall/index.html (23)
    M test.commotion/_site/blog/2013/07/01/commotion-travels-india-first-international-workshop/index.html (23)
    M test.commotion/_site/blog/2013/07/11/commotion-development-progress-visualized/index.html (23)
    M test.commotion/_site/blog/2013/07/26/mountain-top-repeaters-and-solar-powered-wi-fi-guest-post-nepal-wireless/index.html (23)
    M test.commotion/_site/blog/2013/07/26/video-community-technology-and-training/index.html (23)
    M test.commotion/_site/blog/2013/07/30/otis-red-hook-digital-stewards-bring-internet-access-new-york-city-housing-authority-facility/index.html (23)
    M test.commotion/_site/blog/2013/09/19/commotion-dr2-release-notes/index.html (23)
    M test.commotion/_site/blog/2013/09/29/commotion-field-test-pop-mesh-network-downtown-washington-dc/index.html (23)
    M test.commotion/_site/blog/2013/10/01/press-release-new-tools-support-communities-build-own-wireless-communications-infrastructure/index.html (23)
    M test.commotion/_site/blog/2013/10/30/building-popup-mesh-networks/index.html (23)
    M test.commotion/_site/blog/2013/12/12/building-mesh-network-rural-somaliland/index.html (23)
    M test.commotion/_site/blog/2013/12/30/commotion-router-v1-release-notes/index.html (23)
    M test.commotion/_site/blog/2014/01/10/commotion-r1-breaking-changes/index.html (23)
    M test.commotion/_site/blog/2014/01/14/commotion-team-participates-dc-internet-freedom-hack-day/index.html (23)
    M test.commotion/_site/blog/blogindex.html (40)
    M test.commotion/_site/blog/index.html (47)
    D test.commotion/_site/contact/confirmation.html (162)
    D test.commotion/_site/contact/index.html (170)
    M test.commotion/_site/developer/hig/introduction/index.html (2)
    M test.commotion/_site/docs/cck/building-mounting/gather-tools-and-wireless-equipment/index.html (4)
    M test.commotion/_site/docs/cck/building-mounting/learn-about-rooftop-mounts/index.html (11)
    M test.commotion/_site/docs/cck/building-mounting/learn-rooftop-basics/index.html (4)
    M test.commotion/_site/docs/cck/building-mounting/prep-install-rooftop-nodes/index.html (20)
    M test.commotion/_site/docs/cck/planning/design-your-network-every-network-tells-story/index.html (3)
    M test.commotion/_site/docs/cck/planning/survey-your-neighbors/index.html (3)
    M test.commotion/_site/es/index.html (12)
    M test.commotion/_site/index.html (12)
    A test.commotion/files/styles/large/public/ws_OLSR_TC_message.png (0)
    A test.commotion/files/styles/large/public/ws_broadcast_frame.png (0)
    A test.commotion/files/styles/large/public/ws_enc_data.png (0)
    A test.commotion/files/styles/large/public/ws_mon_mode.png (0)
    A test.commotion/files/styles/large/public/ws_olsr_ieee.png (0)
    A test.commotion/files/styles/large/public/ws_olsr_packet.png (0)
    A test.commotion/files/styles/large/public/ws_olsr_traffic.png (0)
    A test.commotion/files/styles/large/public/ws_traffic.png (0)

-- Patch Links --

https://github.com/opentechinstitute/commotion-docs/pull/81.patch
https://github.com/opentechinstitute/commotion-docs/pull/81.diff

"
2807,Commotion-admin, [commotion-docs] added warning label to,"Wed, 05 Mar 2014 05:46:05 -0800",-0800,critzo,"To test, checkout branch **issue-30**, build, test &amp; preview with jekyll serve.
Addresses: https://github.com/opentechinstitute/commotion-docs/issues/30
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-docs issue-30

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-docs/pull/82

-- Commit Summary --

  * added warning label to download/computers/

-- File Changes --

    M test.commotion/download/computers/index.md (18)

-- Patch Links --

https://github.com/opentechinstitute/commotion-docs/pull/82.patch
https://github.com/opentechinstitute/commotion-docs/pull/82.diff

"
2808,Commotion-admin, [luci-commotion] Moves system level setting of,"Wed, 05 Mar 2014 08:28:49 -0800",-0800,Seamus Tuohy,"Per Issue #180 this pull request modifies the way hostnames are added to the system by pushing all system-level manipulation of the hostname into a init.d script. 

To Test: 
1) Flash a node with this branch included
2) Connect to node and click &quot;setup wizard&quot;
3) Change the host-name to one of your choosing on the first page
4) On the next page the hostname field in the header should still read &quot;commotion&quot;
5) On the &quot;Save and Apply&quot; page click the &quot;Start Over&quot; button
6) If the hostname changes should now be reverted 
7) Add a new hostname
8) On the &quot;Save and Apply&quot; page click the &quot;Save and Apply&quot; button
9) Log into the administration menu
10) In the header should state the new hostname you added as your hostname.

5) When you are brought back to the original page, the hostname will still be set on the node
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion issue_180

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion/pull/188

-- Commit Summary --

  * modified hostname to use uci-track instead of setting itself in proc/.../hostname immediately so that a setup-wizard user will not immediately have their changes set.
  * fixed uci calls and removed calls to sys on page load.

-- File Changes --

    A files/etc/init.d/hostname (18)
    M files/etc/uci-defaults/luci-setup-wizard (3)
    M luasrc/model/cbi/commotion/basic_ns.lua (1)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion/pull/188.patch
https://github.com/opentechinstitute/luci-commotion/pull/188.diff

"
2809,Commotion-admin, [luci-commotion] Changing the node name and,"Wed, 05 Mar 2014 08:29:09 -0800",-0800,Seamus Tuohy,"Pull request https://github.com/opentechinstitute/luci-commotion/issues/180 will resolve this issue.

"
2810,Commotion-admin, [luci-commotion] Values Reversed in Client,"Wed, 05 Mar 2014 08:34:09 -0800",-0800,areynold,"When setting Time Until Page is Shown Again, values are translated to minutes before writing to ClientIdleTimeout and ClientForceTimeout in /etc/nodogsplash/nodogsplash.conf. For example, 1 minute would result in `ClientIdleTimeout 1` while 1 hour should result in `ClientIdleTimeout 60`.

The results for hours and days have been swapped, so setting resplash to 1 hour results in `ClientIdleTimeout 1440`, while setting to 1 day results in `ClientIdleSplash 60`.

Also, timeout in seconds rounds down to the nearest whole number, making that range effectively useless. Probably best just to drop it.

@jheretic @elationfoundation 

"
2811,Commotion-admin, [luci-commotion] Fix for issue #172 (#190),"Wed, 05 Mar 2014 08:54:34 -0800",-0800,Seamus Tuohy,"Per Issue #172 

This commit adds the removal and re-creation of the serval mdp key to the loadPlugin creation process. This will force a key to be created when a user clicks the add button.

To Test: 
1) Flash a node with this branch included
2) Complete the setup wizard
3) Go to the ?Basic ?&gt; Security ?&gt; Shared Mesh Keychain? menu
4) SSH into the device and type the following on the command line
```
SERVALINSTANCE_PATH=/etc/commotion/keys.d/mdp serval-client keyring list
```
5) Keep the value that is given to you. That is the current (default) keyring.
6) In the menu Click the add button
7) type the same command in again
```
SERVALINSTANCE_PATH=/etc/commotion/keys.d/mdp serval-client keyring list
```
8) The output should be different at this point. This means that it is a new keyring.
9) Click the &quot;Save&quot; button
10) The value for &quot;olsrd.cfg144e54.sid=...&quot; should match the latest key.  If it does, then you should merge this pull request as I have fulfilled my aim of fixing this bug.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion 172

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion/pull/190

-- Commit Summary --

  * Create new key on LoadPlugin section creation.
  * Made the sid section recalculate when written and when the section recreates a serval key

-- File Changes --

    M luasrc/model/cbi/commotion/security_smk.lua (11)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion/pull/190.patch
https://github.com/opentechinstitute/luci-commotion/pull/190.diff

"
2812,Commotion-admin, [luci-commotion] Mesh key-rings are not,"Wed, 05 Mar 2014 08:54:58 -0800",-0800,Seamus Tuohy,"Pull request #190, if accepted will close this issue.

"
2813,Commotion-admin, [commotion-feed] hack to download olsrd,"Wed, 05 Mar 2014 10:20:41 -0800",-0800,areynold,"Merged #47.

"
2814,Commotion-admin, [commotion-feed] Removed untranslated French,"Wed, 05 Mar 2014 10:33:50 -0800",-0800,areynold,"Merged #48.

"
2815,Commotion-admin, [luci-commotion-apps] add app confirmation,"Wed, 05 Mar 2014 10:53:22 -0800",-0800,areynold,"Merged #73.

"
2816,Commotion-admin, [luci-commotion-apps] No confirmation for,"Wed, 05 Mar 2014 10:53:38 -0800",-0800,areynold,"Closed #70.

"
2817,Commotion-admin, [luci-commotion-apps] Blacklisting does not,"Wed, 05 Mar 2014 10:53:47 -0800",-0800,areynold,"Closed #72.

"
2818,Commotion-admin, [luci-theme-commotion] Excessively-wide,"Wed, 05 Mar 2014 10:57:38 -0800",-0800,areynold,"@glamrock do you have any examples of excessively wide tables?

"
2819,Commotion-admin, [luci-theme-commotion] fixes sizing issues,"Wed, 05 Mar 2014 11:03:35 -0800",-0800,areynold,"@glamrock I need test instructions. What values should break which fields on which pages? Where were you seeing examples of overly wide tables mentioned in #32? I also don't see any html fixes to #33. What should/shouldn't I see here?

"
2820,Commotion-admin, [commotion-docs] increase indent on page titles,"Wed, 05 Mar 2014 11:05:29 -0800",-0800,critzo,"page title needs a little more indentation

"
2821,Commotion-admin, [commotion-docs] added CSS to indent h1 and hr,"Wed, 05 Mar 2014 11:14:37 -0800",-0800,critzo,"To test, build branch **issue-83**, test &amp; preview using jekyll serve.

Addresses https://github.com/opentechinstitute/commotion-docs/issues/83
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-docs issue-83

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-docs/pull/84

-- Commit Summary --

  * added warning label to download/computers/
  * adjusted indent on page titles and hr above page titles

-- File Changes --

    M test.commotion/css/commotion.css (5)
    M test.commotion/download/computers/index.md (18)

-- Patch Links --

https://github.com/opentechinstitute/commotion-docs/pull/84.patch
https://github.com/opentechinstitute/commotion-docs/pull/84.diff

"
2822,Commotion-admin, [luci-commotion-apps] Collision fix (#69),"Wed, 05 Mar 2014 12:59:42 -0800",-0800,areynold,"Merged #69.

"
2823,Commotion-admin, [commotion-service-manager] calculate uuid as,"Wed, 05 Mar 2014 13:00:29 -0800",-0800,areynold,"Merged #9.

"
2824,Commotion-admin, [commotion-feed] added uci-defaults script to,"Wed, 05 Mar 2014 13:00:46 -0800",-0800,areynold,"Merged #49.

"
2825,Commotion-admin, [commotion-docs] added CSS to indent h1 and,"Wed, 05 Mar 2014 13:16:54 -0800",-0800,critzo,"Merged #84.

"
2826,Commotion-admin, [commotion-docs] added warning label to,"Wed, 05 Mar 2014 13:16:56 -0800",-0800,critzo,"Merged #82.

"
2827,Commotion-admin, [commotion-docs] increase indent on page,"Wed, 05 Mar 2014 13:17:06 -0800",-0800,critzo,"Closed #83.

"
2828,Commotion-admin," [commotion-docs] added wireshark blog post,","Wed, 05 Mar 2014 13:17:18 -0800",-0800,critzo,"Merged #81.

"
2829,Commotion-admin, [commotion-docs] import missing wireshark,"Wed, 05 Mar 2014 13:17:35 -0800",-0800,critzo,"Closed #80.

"
2830,Commotion-admin, [commotion-docs] updated link to construction,"Wed, 05 Mar 2014 13:17:45 -0800",-0800,critzo,"Merged #79.

"
2831,Commotion-admin, [commotion-docs] PDF link is wrong document,"Wed, 05 Mar 2014 13:17:56 -0800",-0800,critzo,"Closed #72.

"
2832,Commotion-admin, [commotion-docs] added definitions for terms,"Wed, 05 Mar 2014 13:18:08 -0800",-0800,critzo,"Merged #78.

"
2833,Commotion-admin, [commotion-docs] Definitions missing at the,"Wed, 05 Mar 2014 13:18:18 -0800",-0800,critzo,"Closed #74.

"
2834,Commotion-admin, [commotion-docs] updated text on survey your,"Wed, 05 Mar 2014 13:18:31 -0800",-0800,critzo,"Merged #77.

"
2835,Commotion-admin, [commotion-docs] Strange text at the bottom,"Wed, 05 Mar 2014 13:18:41 -0800",-0800,critzo,"Closed #75.

"
2836,Commotion-admin, [commotion-docs] Removed extraneous text from,"Wed, 05 Mar 2014 13:18:59 -0800",-0800,critzo,"Merged #76.

"
2837,Commotion-admin, [commotion-docs] Strange text at the bottom,"Wed, 05 Mar 2014 13:19:15 -0800",-0800,critzo,"Closed #73.

"
2838,Commotion-admin, [commotion-docs] Fixed broken link in cck,"Wed, 05 Mar 2014 13:23:17 -0800",-0800,critzo,"Merged #71.

"
2839,Commotion-admin, [commotion-docs] CCK / Common configurations,"Wed, 05 Mar 2014 13:23:36 -0800",-0800,critzo,"Closed #47.

"
2840,Commotion-admin, [luci-commotion-apps] Changing expiration,"Wed, 05 Mar 2014 13:25:36 -0800",-0800,Dan Staples,"false alarm, cannot reproduce on new builds.

"
2841,Commotion-admin, [luci-commotion-apps] Changing expiration,"Wed, 05 Mar 2014 13:25:35 -0800",-0800,Dan Staples,"Closed #71.

"
2842,Commotion-admin, [commotion-docs] Graphical links have horizontal,"Wed, 05 Mar 2014 13:35:30 -0800",-0800,andygunn,"The graphical links to download materials for [Wireless Challenges](http://staging.commotionwireless.net/docs/cck/planning/wireless-challenges/) are seen ""behind"" the image, rather than underneath them.

Also, on mouseover, these lines turn into thick black blocks rather than highlighting the link. The entire graphic should probably not highlight, rather a small line or area at the bottom.


"
2843,Commotion-admin," [commotion-docs] At small browser widths,","Wed, 05 Mar 2014 13:44:58 -0800",-0800,andygunn,"Tested in Firefox 27.0.1 on Ubuntu 13.10.

When browsers are somewhat narrow (960px wide or less), images ""bleed"" out to the right of the grey area of CCK modules. Can they be scaled down, or can the grey area have a static minimum?

Whatever is the most responsive and mobile friendly also works.


"
2844,Commotion-admin, [luci-theme-commotion] Moved the logout,"Wed, 05 Mar 2014 13:45:08 -0800",-0800,areynold,"Merged #35.

"
2845,Commotion-admin," [commotion-docs] At small browser widths,","Wed, 05 Mar 2014 13:47:40 -0800",-0800,andygunn,"Tested on Firefox 27.0.1 on Ubuntu 13.10.

When the browser width is below ~960px, the navigation menu for the CCK (""Get Help"" menu) moves all the way to the bottom of the page.

This menu should stay at the top of the page to the right of the grey text area.


"
2846,Commotion-admin, [luci-commotion] Proposed fix for issue 183,"Wed, 05 Mar 2014 13:52:07 -0800",-0800,areynold,"@elation While you're editing this page, it looks like line 89 needs to be fixed. The quoting on root closes the pw_text variable early, then reopens and closes it again.

I also was not able to change the hostname (with or without the password). In both cases I got a ""No Pending Changes"" response when I clicked Save.

"
2847,Commotion-admin," [commotion-android] Stuck at ""Acquiring wifi","Thu, 06 Mar 2014 02:04:16 -0800",-0800,nilsws,"I'm trying to get Mesh Tether working on a Ployer Android 4.2.2 tablet with A31 quad-core CPU. At first try, it gets stuck  at ""Acquiring wifi lock"". At second try, it freezes at ""Mesh service starting"". I've seen other reports about this problem -- is there a workaround or a new built that I could try? I have one week to get this working for a project... Thanks!

"
2848,Commotion-admin, [luci-commotion] Incorrect quoting in,"Thu, 06 Mar 2014 06:26:37 -0800",-0800,areynold,"As identified in #186, /model/cbi/commotion/basic_ns.lua line 89 is quoted incorrectly.

Add this fix to luci-commotion feature branch issue_183 before merging #186. 

"
2849,Commotion-admin, [luci-commotion] Hostname changes ending in,"Thu, 06 Mar 2014 06:32:04 -0800",-0800,areynold,"As identified in #186, partial hostname changes or changes that end in numbers are not marked for change, resulting in a No Pending Changes message on save.

"
2850,Commotion-admin, [luci-commotion] Proposed fix for issue 183,"Thu, 06 Mar 2014 06:39:51 -0800",-0800,areynold,"Merged #186.

"
2851,Commotion-admin, [luci-commotion] Incorrect quoting in,"Thu, 06 Mar 2014 06:40:16 -0800",-0800,areynold,"Closed #191.

"
2852,Commotion-admin," [luci-commotion] ""Password Required to make","Thu, 06 Mar 2014 06:40:13 -0800",-0800,areynold,"Closed #183.

"
