message_number,forum,subject,datetime,timezone,username,message_content
377,Commotion-discuss, concerns about the NYT / mo jo mesh articles,"Wed, 20 Nov 2013 08:15:35 +0100",+0100,L. Aaron Kaplan,"
On Nov 14, 2013, at 9:00 PM, Anthony Townsend <amt3 at nyu.edu> wrote:

> i agree - great this is being seen as a movement.
> 
> is anyone else disturbed by the trend towards painting this as a potential threat to national security? you are all a bunch of renegades trying to hide from the NSA?
> 

I am.
I don't see myself as a renegade. Rather more of a researcher in this field.

> whether that?s true or not, its an incredibly sensational angle and creates the potential for serious backlash. when i read both of these articles in my mind i immediately saw Verizon lobbyists descending on Trenton with re-prints and legislation blocking mesh networks attached. 
> 
> maybe I?m paranoid but this reminds me very much of the days when NYCwireless were being called ?wireless pirates? even though we weren?t doing anything illegal. then Philly, then all the steakhouse bans on muni.
> 
> maybe this is not the place for it, but just wanted to raise a counterpoint to all the high-5ing

Well it is clear that the journalist created a sensationalist article, put us all into one box and said ""they work against NSA spying"". Of course that is B*S.
I am not worried about any backlash, but I am disturbed that my quotation ended up in an article which has an overall message that I can not sign up to. 
Currently, these mesh networks would not be secure against any serious attack whatsoever. Nor would the users of these networks be able to handle any targeted attack.
The article is not only sensationalist but also technically wrong.

Not sure what disturbs me more.

a.




"
378,Commotion-discuss, Pico Station Crashing Issues / Roaming Clients,"Wed, 20 Nov 2013 13:55:05 +0300",+0300,Daniel Hastings,"I had been using 1 Pico station in my computer lab which has at the minimum
24 clients using that node at one time.

To balance out the load/ to prevent that node from crashing I added another
Pico Station to the lab. However I am having issues with clients all
connecting to one node continuing the crashing. Is there anyway to
configure my lab so half of my clients connect to one node and the other
half to other to connect to other node?  All of the PC's are running
windows 7 which I think is making it more difficult to assign them to a
specific bssid.
"
379,Commotion-discuss, concerns about the NYT / mo jo mesh articles,"Wed, 20 Nov 2013 08:51:49 -0500",-0500,Ross Schulman,"I'm delurking to comment on this a bit (hi everyone!).

I have to be honest, I'm a bit disappointed that the tenor on this list
would be to fall right in line with the idea that anyone who doesn't want
all of their Internet traffic captured, stored, and analyzed by the NSA is
therefore a ""renegade."" Setting aside the technical mistakes of the article
(I can think of nothing in the Commotion software that would protect you
much from pervasive surveillance), I would hope that at least some people
here WOULD be thinking about how we can begin using the Commotion stack to
greater protect users from unwarranted surveillance. Why is that not the
case?

-Ross Schulman


On Wed, Nov 20, 2013 at 2:15 AM, L. Aaron Kaplan <aaron at lo-res.org> wrote:

>
> On Nov 14, 2013, at 9:00 PM, Anthony Townsend <amt3 at nyu.edu> wrote:
>
> > i agree - great this is being seen as a movement.
> >
> > is anyone else disturbed by the trend towards painting this as a
> potential threat to national security? you are all a bunch of renegades
> trying to hide from the NSA?
> >
>
> I am.
> I don't see myself as a renegade. Rather more of a researcher in this
> field.
>
> > whether that?s true or not, its an incredibly sensational angle and
> creates the potential for serious backlash. when i read both of these
> articles in my mind i immediately saw Verizon lobbyists descending on
> Trenton with re-prints and legislation blocking mesh networks attached.
> >
> > maybe I?m paranoid but this reminds me very much of the days when
> NYCwireless were being called ?wireless pirates? even though we weren?t
> doing anything illegal. then Philly, then all the steakhouse bans on muni.
> >
> > maybe this is not the place for it, but just wanted to raise a
> counterpoint to all the high-5ing
>
> Well it is clear that the journalist created a sensationalist article, put
> us all into one box and said ""they work against NSA spying"". Of course that
> is B*S.
> I am not worried about any backlash, but I am disturbed that my quotation
> ended up in an article which has an overall message that I can not sign up
> to.
> Currently, these mesh networks would not be secure against any serious
> attack whatsoever. Nor would the users of these networks be able to handle
> any targeted attack.
> The article is not only sensationalist but also technically wrong.
>
> Not sure what disturbs me more.
>
> a.
>
>
>
>
>
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
>
>
"
380,Commotion-discuss, concerns about the NYT / mo jo mesh articles,"Wed, 20 Nov 2013 15:11:28 +0100",+0100,L. Aaron Kaplan,"
On Nov 20, 2013, at 2:51 PM, Ross Schulman <rschulman at gmail.com> wrote:

> I'm delurking to comment on this a bit (hi everyone!).
> 
> I have to be honest, I'm a bit disappointed that the tenor on this list would be to fall right in line with the idea that anyone who doesn't want all of their Internet traffic captured, stored, and analyzed by the NSA is therefore a ""renegade.""

I think that was a misunderstanding. Nobody suggested that IMHO.

> Setting aside the technical mistakes of the article (I can think of nothing in the Commotion software that would protect you much from pervasive surveillance), I would hope that at least some people here WOULD be thinking about how we can begin using the Commotion stack to greater protect users from unwarranted surveillance. Why is that not the case?


I think you need to distinguish between the fact that some voices on this list said they don't like the sensationalist spin of the article vs. the fact that we (well many of us at least) *do* care a lot about privacy, user's rights and IT security. In fact the latter is even my day time job. 

Fact: our community mesh networks will *not* protect anyone in the world at the moment against targeted surveillance or hacking.
Fact: good IT security is really hard. Like, really really hard. Google tried to secure their systems, but it was so easy to p0wn them from multiple angles (given enough money to buy fiber taps).
Fact: many of us are trying hard to make IT security better and uphold principles of privacy.


However, that does not make it our community wireless mesh networks automatically resistant against snooping (""keep the snoops away""). In fact, Wi-Fi is a broadcast medium. They just need a good antenna ;-)
Suggesting in the article that they are secure is a massive oversimplification - actually just simply plain false.


In fact, I'd love to see NSA folks do some code reviews of COMMOTION / OLSR. I would know of no better qualified group of folks to do such a thing.
Alas, you might also get a backdoor this way (as we have seen with NIST).
Too bad. Really talented people. 

My 2 cents,
a.

> 
> -Ross Schulman
> 
> 
> On Wed, Nov 20, 2013 at 2:15 AM, L. Aaron Kaplan <aaron at lo-res.org> wrote:
> 
> On Nov 14, 2013, at 9:00 PM, Anthony Townsend <amt3 at nyu.edu> wrote:
> 
> > i agree - great this is being seen as a movement.
> >
> > is anyone else disturbed by the trend towards painting this as a potential threat to national security? you are all a bunch of renegades trying to hide from the NSA?
> >
> 
> I am.
> I don't see myself as a renegade. Rather more of a researcher in this field.
> 
> > whether that?s true or not, its an incredibly sensational angle and creates the potential for serious backlash. when i read both of these articles in my mind i immediately saw Verizon lobbyists descending on Trenton with re-prints and legislation blocking mesh networks attached.
> >
> > maybe I?m paranoid but this reminds me very much of the days when NYCwireless were being called ?wireless pirates? even though we weren?t doing anything illegal. then Philly, then all the steakhouse bans on muni.
> >
> > maybe this is not the place for it, but just wanted to raise a counterpoint to all the high-5ing
> 
> Well it is clear that the journalist created a sensationalist article, put us all into one box and said ""they work against NSA spying"". Of course that is B*S.
> I am not worried about any backlash, but I am disturbed that my quotation ended up in an article which has an overall message that I can not sign up to.
> Currently, these mesh networks would not be secure against any serious attack whatsoever. Nor would the users of these networks be able to handle any targeted attack.
> The article is not only sensationalist but also technically wrong.
> 
> Not sure what disturbs me more.
> 
> a.
> 
> 
> 
> 
> 
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
> 
> 

"
381,Commotion-discuss, concerns about the NYT / mo jo mesh articles,"Wed, 20 Nov 2013 09:15:39 -0500",-0500,Sascha Meinrath,
382,Commotion-discuss, concerns about the NYT / mo jo mesh articles,"Thu, 21 Nov 2013 02:38:11 +0100",+0100,Anthony Townsend,"hear hear. sorry i stirred up a hornet?s nest. 

i?ve just been astonished, as i wade back into community wireless after a ten-year hiatus, how little of the strategic landscape seems to have changed. and in many ways (esp around surveillance) has gotten worse. just kind of rolling with my hunches, i guess.

On Nov 20, 2013, at 3:15 PM, Sascha Meinrath <meinrath at gmail.com> wrote:

> "
383,Commotion-discuss, Why is decentralizing the internet so hard?,"Sun, 01 Sep 2013 09:44:45 -0400",-0400,Dan Staples,"Interesting article laying out many of the challenges of decentralizing
the internet, and what led to the centralized structure of the internet
in the first place:
http://blog.zerotier.com/post/58157836374/op-ed-internet-centralization-is-not-a-conspiracy

""If you want to help decentralize the net, you might consider working on
better security tooling for developers or software to help manage
decentralized and deperimeterized enterprise networks.""

-- 
Dan Staples

Open Technology Institute
https://commotionwireless.net
OpenPGP key: http://disman.tl/pgp.asc
Fingerprint: 2480 095D 4B16 436F 35AB 7305 F670 74ED BD86 43A9
"
384,Commotion-discuss, Mesh Networking Teaching Curriculum,"Mon, 02 Sep 2013 21:03:04 +0300",+0300,Dan Hastings,"Howdy everyone,

I'm in the process of starting a computer club at the boarding school
where I teach in Somaliland. The overall goal is to teach interested
students about mesh networking as well as Commotion.  I was wondering if
anyone had any decent videos,graphics or simple explanations of how mesh
networking works. I've found a video put out by the Berkman School of
Internet and Society but have not found much else on the simple side. 
If anyone has anything to point me in the right direction I would
greatly appreciate it.

Thanks,

Dan
"
385,Commotion-discuss, Builds for non Ubiquiti routers,"Mon, 2 Sep 2013 21:21:18 +0200",+0200,Juergen Kimmel,"Has anyone lately achieved building images using the guide of

https://commotionwireless.net/blog/step-step-creating-and-installing-package-commotion
?


I'm always ending in errors the scripts seem not to be up-to-date.
"
386,Commotion-discuss,,"Mon, 2 Sep 2013 19:44:46 +0000",+0000,evanhutch at gmail.com,"Hi Dan-


I did just the same thing last Spring where I work, the John Dewey Academy in Mass.  I wrote an initial blog post about it here:  www.zapatalab.com


My students are in the 16 - 19 y.o. range.  I am the social sciences teacher, but I was  political organizer for years and had some expertise with MySQL and basic web design (setting up LAMP platforms, Drupal, Wordpress, etc).  In spite of my relative lack of tech experience, I have been able to lead the students and they have largely taught themselves.  Some students have more expertise than others, and that has been a big help, but overall I think the project can be replicated just about anywhere.  


So far we have built and a maintained a school-wide mesh network using TP Link routers and B.A.T.M.A.N. protocol, we call it DeweyNet-  it serves as an intranet.  We also created a Linux server with a document cloud (OwnCloud), phpbb (bulletin board), Red Mine (project management), and a wiki.  It?s been up and running for about 5 months now.

 

Right now we are beta testing Raspberry PI-based routers, access points and servers for a completely off-the-grid system.  I am developing a game based on a zombie apocalypse scenario that will teach folks to put up emergency communications systems   I will post more of the documentation for you on the blog.


We?ve managed to do all of this so far with +/- $800.  


Best regards-

Evan





Sent from Windows Mail



From: Dan Hastings
Sent: ?Monday?, ?September? ?2?, ?2013 ?2?:?03? ?PM
To: commotion-discuss at lists.chambana.net

Howdy everyone,

I'm in the process of starting a computer club at the boarding school
where I teach in Somaliland. The overall goal is to teach interested
students about mesh networking as well as Commotion.  I was wondering if
anyone had any decent videos,graphics or simple explanations of how mesh
networking works. I've found a video put out by the Berkman School of
Internet and Society but have not found much else on the simple side. 
If anyone has anything to point me in the right direction I would
greatly appreciate it.

Thanks,

Dan
_______________________________________________
Commotion-discuss mailing list
Commotion-discuss at lists.chambana.net
https://lists.chambana.net/mailman/listinfo/commotion-discuss
"
387,Commotion-discuss, Connectivity issues,"Thu, 5 Sep 2013 16:08:04 +0200",+0200,Juergen Kimmel,"Could this:

[  611.570000] WARNING: at
/home/n0n/src/commotion-openwrt/openwrt/build_dir/linux-ar71xx_generic/compat-wireless-2013-02-22/net/mac80211/chan.c:186
0x80d2524c()
[  611.590000] Modules linked in: usb_storage ath79_wdt ohci_hcd trelay(O)
ledtrig_usbdev ledtrig_netdev ip6t_REJECT ip6t_LOG ip6t_rt ip6t_hbh ip6t_mh
ip6t_ipv6header ip6t_frag ip6t_eui64 ip6t_ah ip6table_raw ip6_queue
ip6table_mangle ip6table_filter ip6_tables nf_conntrack_ipv6 nf_defrag_ipv6
xt_ipp2p(O) nf_nat_irc nf_conntrack_irc nf_nat_ftp nf_conntrack_ftp xt_HL
xt_hl xt_ecn ipt_ECN xt_CLASSIFY xt_time xt_tcpmss xt_statistic xt_mark
xt_length xt_DSCP xt_dscp xt_string xt_layer7 compat_xtables(O)
ipt_REDIRECT ipt_NETMAP ipt_MASQUERADE iptable_nat nf_nat xt_recent
xt_helper xt_connmark xt_connbytes pppoe xt_conntrack xt_CT xt_NOTRACK
iptable_raw xt_state nf_conntrack_ipv4 nf_defrag_ipv4 nf_conntrack ehci_hcd
sd_mod pppox ipt_REJECT xt_TCPMSS ipt_LOG xt_comment xt_multiport xt_mac
xt_limit iptable_mangle iptable_filter ip_tables xt_tcpudp x_tables ifb
ipip tunnel4 tun ppp_async ppp_generic slhc autofs4 ath9k(O)
ath9k_common(O) ath9k_hw(O) ath(O) mac80211(O) usbcore usb_common scsi_mod
nls_base ts_fsm ts_bm ts_kmp crc_ccitt ipv6 cfg80211(O) compat(O) arc4
aes_generic crypto_algapi ledtrig_timer ledtrig_default_on leds_gpio
gpio_button_hotplug(O)
[  611.690000] Call Trace:[<80270bbc>] 0x80270bbc
[  611.700000] [<80270bbc>] 0x80270bbc
[  611.700000] [<80071a8c>] 0x80071a8c
[  611.700000] [<80d2524c>] 0x80d2524c
[  611.710000] [<80071ad0>] 0x80071ad0
[  611.710000] [<80142e10>] 0x80142e10
[  611.710000] [<80d2524c>] 0x80d2524c
[  611.720000] [<80d25774>] 0x80d25774
[  611.720000] [<80d638a0>] 0x80d638a0
[  611.720000] [<80d25ce8>] 0x80d25ce8
[  611.730000] [<80d14e20>] 0x80d14e20
[  611.730000] [<80c1efec>] 0x80c1efec
[  611.740000] [<8020addc>] 0x8020addc
[  611.740000] [<8020ac10>] 0x8020ac10
[  611.740000] [<8020a1ec>] 0x8020a1ec
[  611.750000] [<800928a4>] 0x800928a4
[  611.750000] [<8020ac00>] 0x8020ac00
[  611.750000] [<80209b44>] 0x80209b44
[  611.760000] [<801e0518>] 0x801e0518
[  611.760000] [<80209f30>] 0x80209f30
[  611.760000] [<8025332c>] 0x8025332c
[  611.770000] [<80208008>] 0x80208008
[  611.770000] [<801d7cb4>] 0x801d7cb4
[  611.770000] [<801e4790>] 0x801e4790
[  611.780000] [<80252f10>] 0x80252f10
[  611.780000] [<800c2b1c>] 0x800c2b1c
[  611.790000] [<801e385c>] 0x801e385c
[  611.790000] [<800e5e94>] 0x800e5e94
[  611.790000] [<801d8cf0>] 0x801d8cf0
[  611.800000] [<800c557c>] 0x800c557c
[  611.800000] [<800c59d4>] 0x800c59d4
[  611.800000] [<8006c0c4>] 0x8006c0c4
[  611.810000] [<800e91e0>] 0x800e91e0
[  611.810000] [<800e96f4>] 0x800e96f4
[  611.810000] [<801da5cc>] 0x801da5cc
[  611.820000] [<80096ae0>] 0x80096ae0
[  611.820000] [<800e9f78>] 0x800e9f78
[  611.820000] [<800d70a4>] 0x800d70a4
[  611.830000] [<8006a284>] 0x8006a284
[  611.830000]
[  611.830000] "
388,Commotion-discuss, Connectivity issues,"Thu, 05 Sep 2013 10:31:33 -0400",-0400,Dan Staples,"Not sure what the call trace is all about. Are you having connectivity
problems? If so, what are the symptoms? Can you give info on:
* What device you are using
* What version of Commotion you are using
* Did you build Commotion from source

The 'WARNING' message comes from the wireless driver.

Dan

On 09/05/2013 10:08 AM, Juergen Kimmel wrote:
> Could this:
> 
> [  611.570000] WARNING: at
> /home/n0n/src/commotion-openwrt/openwrt/build_dir/linux-ar71xx_generic/compat-wireless-2013-02-22/net/mac80211/chan.c:186
> 0x80d2524c()
> [  611.590000] Modules linked in: usb_storage ath79_wdt ohci_hcd
> trelay(O) ledtrig_usbdev ledtrig_netdev ip6t_REJECT ip6t_LOG ip6t_rt
> ip6t_hbh ip6t_mh ip6t_ipv6header ip6t_frag ip6t_eui64 ip6t_ah
> ip6table_raw ip6_queue ip6table_mangle ip6table_filter ip6_tables
> nf_conntrack_ipv6 nf_defrag_ipv6 xt_ipp2p(O) nf_nat_irc nf_conntrack_irc
> nf_nat_ftp nf_conntrack_ftp xt_HL xt_hl xt_ecn ipt_ECN xt_CLASSIFY
> xt_time xt_tcpmss xt_statistic xt_mark xt_length xt_DSCP xt_dscp
> xt_string xt_layer7 compat_xtables(O) ipt_REDIRECT ipt_NETMAP
> ipt_MASQUERADE iptable_nat nf_nat xt_recent xt_helper xt_connmark
> xt_connbytes pppoe xt_conntrack xt_CT xt_NOTRACK iptable_raw xt_state
> nf_conntrack_ipv4 nf_defrag_ipv4 nf_conntrack ehci_hcd sd_mod pppox
> ipt_REJECT xt_TCPMSS ipt_LOG xt_comment xt_multiport xt_mac xt_limit
> iptable_mangle iptable_filter ip_tables xt_tcpudp x_tables ifb ipip
> tunnel4 tun ppp_async ppp_generic slhc autofs4 ath9k(O) ath9k_common(O)
> ath9k_hw(O) ath(O) mac80211(O) usbcore usb_common scsi_mod nls_base
> ts_fsm ts_bm ts_kmp crc_ccitt ipv6 cfg80211(O) compat(O) arc4
> aes_generic crypto_algapi ledtrig_timer ledtrig_default_on leds_gpio
> gpio_button_hotplug(O)
> [  611.690000] Call Trace:[<80270bbc>] 0x80270bbc
> [  611.700000] [<80270bbc>] 0x80270bbc
> [  611.700000] [<80071a8c>] 0x80071a8c
> [  611.700000] [<80d2524c>] 0x80d2524c
> [  611.710000] [<80071ad0>] 0x80071ad0
> [  611.710000] [<80142e10>] 0x80142e10
> [  611.710000] [<80d2524c>] 0x80d2524c
> [  611.720000] [<80d25774>] 0x80d25774
> [  611.720000] [<80d638a0>] 0x80d638a0
> [  611.720000] [<80d25ce8>] 0x80d25ce8
> [  611.730000] [<80d14e20>] 0x80d14e20
> [  611.730000] [<80c1efec>] 0x80c1efec
> [  611.740000] [<8020addc>] 0x8020addc
> [  611.740000] [<8020ac10>] 0x8020ac10
> [  611.740000] [<8020a1ec>] 0x8020a1ec
> [  611.750000] [<800928a4>] 0x800928a4
> [  611.750000] [<8020ac00>] 0x8020ac00
> [  611.750000] [<80209b44>] 0x80209b44
> [  611.760000] [<801e0518>] 0x801e0518
> [  611.760000] [<80209f30>] 0x80209f30
> [  611.760000] [<8025332c>] 0x8025332c
> [  611.770000] [<80208008>] 0x80208008
> [  611.770000] [<801d7cb4>] 0x801d7cb4
> [  611.770000] [<801e4790>] 0x801e4790
> [  611.780000] [<80252f10>] 0x80252f10
> [  611.780000] [<800c2b1c>] 0x800c2b1c
> [  611.790000] [<801e385c>] 0x801e385c
> [  611.790000] [<800e5e94>] 0x800e5e94
> [  611.790000] [<801d8cf0>] 0x801d8cf0
> [  611.800000] [<800c557c>] 0x800c557c
> [  611.800000] [<800c59d4>] 0x800c59d4
> [  611.800000] [<8006c0c4>] 0x8006c0c4
> [  611.810000] [<800e91e0>] 0x800e91e0
> [  611.810000] [<800e96f4>] 0x800e96f4
> [  611.810000] [<801da5cc>] 0x801da5cc
> [  611.820000] [<80096ae0>] 0x80096ae0
> [  611.820000] [<800e9f78>] 0x800e9f78
> [  611.820000] [<800d70a4>] 0x800d70a4
> [  611.830000] [<8006a284>] 0x8006a284
> [  611.830000] 
> [  611.830000] "
389,Commotion-discuss, Connectivity issues,"Thu, 5 Sep 2013 11:02:25 -0500",-0500,Ben West,"I get that chan.c warning message from time to time with UBNT Nanostation M
radios (and I think also sporadically on TL-MR3020) using the ath9k driver.

This warning doesn't appear to affect connectivity for me, and it seems to
occur most commonly when I issue ""wifi restart"" command.  There is mention
of similar warnings from the mac80211 driver stack on various threads on
OpenWRT-devel listserv, so this might just be an ongoing issue with OpenWRT.

Also, I have so far only verified Commotion's multi-SSID setup works on
ath9k, ath5k, and ath9k_htc drivers (with the latter only supporting *2
SSIDs*, i.e. adhoc + 1 AP).  What hardware are you using?




On Thu, Sep 5, 2013 at 9:31 AM, Dan Staples <
danstaples at opentechinstitute.org> wrote:

> Not sure what the call trace is all about. Are you having connectivity
> problems? If so, what are the symptoms? Can you give info on:
> * What device you are using
> * What version of Commotion you are using
> * Did you build Commotion from source
>
> The 'WARNING' message comes from the wireless driver.
>
> Dan
>
> On 09/05/2013 10:08 AM, Juergen Kimmel wrote:
> > Could this:
> >
> > [  611.570000] WARNING: at
> >
> /home/n0n/src/commotion-openwrt/openwrt/build_dir/linux-ar71xx_generic/compat-wireless-2013-02-22/net/mac80211/chan.c:186
> > 0x80d2524c()
> > [  611.590000] Modules linked in: usb_storage ath79_wdt ohci_hcd
> > trelay(O) ledtrig_usbdev ledtrig_netdev ip6t_REJECT ip6t_LOG ip6t_rt
> > ip6t_hbh ip6t_mh ip6t_ipv6header ip6t_frag ip6t_eui64 ip6t_ah
> > ip6table_raw ip6_queue ip6table_mangle ip6table_filter ip6_tables
> > nf_conntrack_ipv6 nf_defrag_ipv6 xt_ipp2p(O) nf_nat_irc nf_conntrack_irc
> > nf_nat_ftp nf_conntrack_ftp xt_HL xt_hl xt_ecn ipt_ECN xt_CLASSIFY
> > xt_time xt_tcpmss xt_statistic xt_mark xt_length xt_DSCP xt_dscp
> > xt_string xt_layer7 compat_xtables(O) ipt_REDIRECT ipt_NETMAP
> > ipt_MASQUERADE iptable_nat nf_nat xt_recent xt_helper xt_connmark
> > xt_connbytes pppoe xt_conntrack xt_CT xt_NOTRACK iptable_raw xt_state
> > nf_conntrack_ipv4 nf_defrag_ipv4 nf_conntrack ehci_hcd sd_mod pppox
> > ipt_REJECT xt_TCPMSS ipt_LOG xt_comment xt_multiport xt_mac xt_limit
> > iptable_mangle iptable_filter ip_tables xt_tcpudp x_tables ifb ipip
> > tunnel4 tun ppp_async ppp_generic slhc autofs4 ath9k(O) ath9k_common(O)
> > ath9k_hw(O) ath(O) mac80211(O) usbcore usb_common scsi_mod nls_base
> > ts_fsm ts_bm ts_kmp crc_ccitt ipv6 cfg80211(O) compat(O) arc4
> > aes_generic crypto_algapi ledtrig_timer ledtrig_default_on leds_gpio
> > gpio_button_hotplug(O)
> > [  611.690000] Call Trace:[<80270bbc>] 0x80270bbc
> > [  611.700000] [<80270bbc>] 0x80270bbc
> > [  611.700000] [<80071a8c>] 0x80071a8c
> > [  611.700000] [<80d2524c>] 0x80d2524c
> > [  611.710000] [<80071ad0>] 0x80071ad0
> > [  611.710000] [<80142e10>] 0x80142e10
> > [  611.710000] [<80d2524c>] 0x80d2524c
> > [  611.720000] [<80d25774>] 0x80d25774
> > [  611.720000] [<80d638a0>] 0x80d638a0
> > [  611.720000] [<80d25ce8>] 0x80d25ce8
> > [  611.730000] [<80d14e20>] 0x80d14e20
> > [  611.730000] [<80c1efec>] 0x80c1efec
> > [  611.740000] [<8020addc>] 0x8020addc
> > [  611.740000] [<8020ac10>] 0x8020ac10
> > [  611.740000] [<8020a1ec>] 0x8020a1ec
> > [  611.750000] [<800928a4>] 0x800928a4
> > [  611.750000] [<8020ac00>] 0x8020ac00
> > [  611.750000] [<80209b44>] 0x80209b44
> > [  611.760000] [<801e0518>] 0x801e0518
> > [  611.760000] [<80209f30>] 0x80209f30
> > [  611.760000] [<8025332c>] 0x8025332c
> > [  611.770000] [<80208008>] 0x80208008
> > [  611.770000] [<801d7cb4>] 0x801d7cb4
> > [  611.770000] [<801e4790>] 0x801e4790
> > [  611.780000] [<80252f10>] 0x80252f10
> > [  611.780000] [<800c2b1c>] 0x800c2b1c
> > [  611.790000] [<801e385c>] 0x801e385c
> > [  611.790000] [<800e5e94>] 0x800e5e94
> > [  611.790000] [<801d8cf0>] 0x801d8cf0
> > [  611.800000] [<800c557c>] 0x800c557c
> > [  611.800000] [<800c59d4>] 0x800c59d4
> > [  611.800000] [<8006c0c4>] 0x8006c0c4
> > [  611.810000] [<800e91e0>] 0x800e91e0
> > [  611.810000] [<800e96f4>] 0x800e96f4
> > [  611.810000] [<801da5cc>] 0x801da5cc
> > [  611.820000] [<80096ae0>] 0x80096ae0
> > [  611.820000] [<800e9f78>] 0x800e9f78
> > [  611.820000] [<800d70a4>] 0x800d70a4
> > [  611.830000] [<8006a284>] 0x8006a284
> > [  611.830000]
> > [  611.830000] "
390,Commotion-discuss, Mesh Networking Teaching Curriculum,"Thu, 05 Sep 2013 14:09:40 -0400",-0400,Andy Gunn,"That's pretty cool Evan - do you have any more documentation or
information on how the installation and setup the DeweyNet went with the
students? It sounds really great!

Dan and everyone - OTI will be releasing some of our ""Commotion
Construction Kit"" modules very soon. It will have a lot of information
and guides on how to plan and build networks, and will be expanding as
time goes on.

As soon as the guides are ready, we will be sure to send an announcement
to this list.


On 09/02/2013 03:44 PM, evanhutch at gmail.com wrote:
> Hi Dan-
>  
> I did just the same thing last Spring where I work, the John Dewey
> Academy in Mass.  I wrote an initial blog post about it here: 
> www.zapatalab.com <http://www.zapatalab.com>
>  
> My students are in the 16 - 19 y.o. range.  I am the social sciences
> teacher, but I was  political organizer for years and had some expertise
> with MySQL and basic web design (setting up LAMP platforms, Drupal,
> Wordpress, etc).  In spite of my relative lack of tech experience, I
> have been able to lead the students and they have largely taught
> themselves.  Some students have more expertise than others, and that has
> been a big help, but overall I think the project can be replicated just
> about anywhere. 
>  
> So far we have built and a maintained a school-wide mesh network using
> TP Link routers and B.A.T.M.A.N. protocol, we call it DeweyNet-  it
> serves as an intranet.  We also created a Linux server with a document
> cloud (OwnCloud), phpbb (bulletin board), Red Mine (project management),
> and a wiki.  It?s been up and running for about 5 months now.
>  
> Right now we are beta testing Raspberry PI-based routers, access points
> and servers for a completely off-the-grid system.  I am developing a
> game based on a zombie apocalypse scenario that will teach folks to put
> up emergency communications systems   I will post more of the
> documentation for you on the blog.
>  
> We?ve managed to do all of this so far with +/- $800. 
>  
> Best regards-
> Evan
>  
>  
>  
> Sent from Windows Mail
>  
> *From:* Dan Hastings
> *Sent:* ?Monday?, ?September? ?2?, ?2013 ?2?:?03? ?PM
> *To:* commotion-discuss at lists.chambana.net
>  
> Howdy everyone,
> 
> I'm in the process of starting a computer club at the boarding school
> where I teach in Somaliland. The overall goal is to teach interested
> students about mesh networking as well as Commotion.  I was wondering if
> anyone had any decent videos,graphics or simple explanations of how mesh
> networking works. I've found a video put out by the Berkman School of
> Internet and Society but have not found much else on the simple side.
> If anyone has anything to point me in the right direction I would
> greatly appreciate it.
> 
> Thanks,
> 
> Dan
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
> 
> 
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
> 

-- 

Andy Gunn, Field Engineer
Open Technology Institute, New America Foundation
andygunn at opentechinstitute.org | 202-596-3484
"
391,Commotion-discuss, Commotion firmware for ubiquiti picostation2 hp,"Thu, 5 Sep 2013 14:37:06 -0400",-0400,Frank Baker,"Hello Everyone,
I am very intrigued by Commotion and am very anxious to try and learn about
it as well as maybe help where I can once I learn more about Commotion
itself.  I have four ubiquiti picostation2hp's and would love to use them
as a test before purchasing the newer models.  I tried compiling the
firmware myself and it stated it compiled but the picostation reports a
corrupt firmware and won't load it.  Does anyone have a compiled version of
commotion that will work the picostation2hp's?  I truly appreciate your
help in advance.

Thanks,

Frank
"
392,Commotion-discuss, How do you factory reset a Rocket?,"Thu, 5 Sep 2013 15:15:15 -0400",-0400,Adam Longwill,"This may seem like an asinine question but I'm stumped.

We lucked into 5 Rockets (M2's and M5's!) last week and I'm trying to reset
them to factory defaults. As anyone who has played with ubnt routers knows,
they're finicky about resetting.

What is the actual, honest-to-goodness, guaranteed-to-work way to factory
reset a Ubiquiti Rocket WITHOUT LOGGING IN? I have watched every video on
the web concerning this and read all Ubiquiti's documentation. Doesn't help.

Here's what I do:
Device is off. I hold the reset button in. I power on the device. Releasing
after 8 seconds is supposed to put it in TFTP mode. Releasing after 15
seconds resets it completely.

The thing is, neither of these amount of times actually resets it and I
can't ping it when the lights are blinking 1 and 3 then 2 and 4. Upon power
cycling the router, the old SSID pops up on my wifi network monitor. It's
been rather frustrating. Can anyone shed some light on how to reset a
Ubiquiti rocket without logging in and resetting it?

Thank you!

Adam L.
"
